,,Gamma,,,Measure,,,Target,,,Limit,,Extension,,,
B7_G127,426,423,430,,,,0.305,0.321,2.04061405,0.0015,0.0015,0.01020307,0.0001,0.0001,,
B7_G63,394,393,399,,,,0.305,0.321,0.390208617,0.0015,0.0015,0.003902086,0.0001,0.0001,,
B7_G31,381,404,401,,,,0.305,0.321,0.098,0.0023,0.0023,0.00098,0.0001,0.0001,,
B7_G15,320,446,419,,,,0.305,0.321,0.022,0.003,0.003,0.000264,0.0001,0.0001,,
B7_G7,253,466,430,,,,0.305,0.321,0.005,0.005,0.005,1.00E-04,0.0001,0.0001,,
B7_G4,281,464,405,,,,0.305,0.321,0.0016,0.005,0.005,0.000032,0.0001,0.0001,,
B8_G255,176,125,234,,,,0.305,0.321,5,0.0015,0.0015,0.025,0.0001,0.0001,,
B8_G191,446,447,451,,,,0.305,0.321,2.647616112,0.0015,0.0015,0.013238081,0.0001,0.0001,,
B8_G127,427,426,431,,,,0.305,0.321,1.020307025,0.0015,0.0015,0.005101535,0.0001,0.0001,,
B8_G63,390,400,401,,,,0.305,0.321,0.195104309,0.002,0.002,0.001951043,0.0001,0.0001,,
B8_G31,367,423,412,,,,0.305,0.321,0.049,0.003,0.003,0.00049,0.0001,0.0001,,
B8_G20,302,468,436,,,,0.305,0.321,0.020475797,0.003,0.003,0.00024571,0.0001,0.0001,,
B8_G7,253,466,430,,,,0.305,0.321,0.0025,0.005,0.005,5.00E-05,0.0001,0.0001,,
B8_G4,281,464,405,,,,0.305,0.321,0.0008,0.005,0.005,0.000016,0.0001,0.0001,,
B9_G255,176,125,239,,,,0.305,0.321,2,0.0015,0.0015,0.01,0.0001,0.0001,,
B9_G191,449,450,454,,,,0.305,0.321,1.059046445,0.0015,0.0015,0.005295232,0.0001,0.0001,,
B9_G127,428,435,435,,,,0.305,0.321,0.40812281,0.0015,0.0015,0.004081228,0.0001,0.0001,,
B9_G63,380,418,411,,,,0.305,0.321,0.078041723,0.0023,0.0023,0.000780417,0.0001,0.0001,,
B9_G31,345,459,432,,,,0.305,0.321,0.0196,0.005,0.005,0.000392,0.0001,0.0001,,
B9_G25,302,468,436,,,,0.305,0.321,0.013262069,0.005,0.005,0.000265241,0.0001,0.0001,,
B9_G7,253,466,430,,,,0.305,0.321,0.001,0.005,0.005,2.00E-05,0.0001,0.0001,,
B9_G4,281,464,405,,,,0.305,0.321,0.00032,0.005,0.005,0.0000064,0.0001,0.0001,,
B10_G255,279,226,335,,,,0.305,0.321,2,0.0015,0.0015,0.01,0.0001,0.0001,,
B10_G191,468,471,471,,,,0.305,0.321,1.059046445,0.0015,0.0015,0.005295232,0.0001,0.0001,,
B10_G127,465,471,468,,,,0.305,0.321,0.40812281,0.0015,0.0015,0.004081228,0.0001,0.0001,,
B10_G63,460,475,468,,,,0.305,0.321,0.078041723,0.0023,0.0023,0.000780417,0.0001,0.0001,,
B10_G31,454,481,471,,,,0.305,0.321,0.0196,0.005,0.005,0.000392,0.0001,0.0001,,
B10_G25,454,490,480,,,,0.305,0.321,0.013262069,0.005,0.005,0.000265241,0.0001,0.0001,,
B10_G7,444,498,487,,,,0.305,0.321,0.001,0.005,0.005,0.00002,0.0001,0.0001,,
B10_G4,446,495,484,,,,0.305,0.321,0.00032,0.005,0.005,0.0000064,0.0001,0.0001,,
A0_G255,206,147,262,,,,0.305,0.321,50,0.002,0.002,0.5,0.0001,0.0001,,
A0_G191,442,439,446,,,,0.305,0.321,26.47616112,0.002,0.002,0.264761611,0.0001,0.0001,,
A0_G127,412,403,416,,,,0.305,0.321,10.78821998,0.002,0.002,0.1078822,0.0001,0.0001,,
A0_G63,377,356,382,,,,0.305,0.321,2.307442121,0.002,0.002,0.023074421,0.0001,0.0001,,
A0_G31,373,349,376,,,,0.305,0.321,0.484816435,0.003,0.003,0.024240822,0.0001,0.0001,,
A0_G15,371,357,383,,,,0.305,0.321,0.098170811,0.003,0.003,0.004908541,0.0001,0.0001,,
A0_G7,325,364,378,,,,0.305,0.321,0.018356813,0.01,0.01,0.001284977,0.0001,0.0001,,
A0_G4,367,380,369,,,,0.305,0.321,0.005359368,1,1,1,0.0001,0.0001,,
A1_G255,215,154,272,,,,0.305,0.321,15,0.002,0.002,0.15,0.0001,0.0001,,
A1_G191,439,435,442,,,,0.305,0.321,7.942848336,0.002,0.002,0.079428483,0.0001,0.0001,,
A1_G127,414,406,420,,,,0.305,0.321,3.236465994,0.002,0.002,0.04854699,0.0001,0.0001,,
A1_G63,376,360,384,,,,0.305,0.321,0.692232636,0.0025,0.0025,0.01038349,0.0001,0.0001,,
A1_G31,375,356,379,,,,0.305,0.321,0.145444931,0.003,0.003,0.007272247,0.0001,0.0001,,
A1_G15,367,381,393,,,,0.305,0.321,0.029451243,0.01,0.01,0.002061587,0.0001,0.0001,,
A1_G7,285,415,393,,,,0.305,0.321,0.005507044,1,1,1,0.0001,0.0001,,
A1_G4,367,380,369,,,,0.305,0.321,0.00160781,1,1,1,0.0001,0.0001,,
A2_G255,211,153,274,,,,0.305,0.321,5,0.002,0.002,0.05,0.0001,0.0001,,
A2_G191,444,444,449,,,,0.305,0.321,2.647616112,0.002,0.002,0.079428483,0.0001,0.0001,,
A2_G127,420,427,431,,,,0.305,0.321,1.078821998,0.003,0.003,0.0539411,0.0001,0.0001,,
A2_G63,381,406,404,,,,0.305,0.321,0.230744212,0.004,0.004,0.016152095,0.0001,0.0001,,
A2_G31,434,437,435,,,,0.305,0.321,0.048481644,0.01,0.01,0.003393715,0.0001,0.0001,,
A2_G15,367,381,393,,,,0.305,0.321,0.009817081,1,1,1,0.0001,0.0001,,
A2_G7,285,415,393,,,,0.305,0.321,0.001835681,1,1,1,0.0001,0.0001,,
A2_G4,367,380,369,,,,0.305,0.321,0.000535937,1,1,1,0.0001,0.0001,,
