,,Gamma,,,Measure,,,Target,,,Limit,,Extension,,,
B4_G15,378,452,434,,,,0.299,0.315,0.058902486,0.005,0.005,0.001563898,0.0005,0.0005,,
B4_G7,336,488,460,,,,0.299,0.315,0.011014088,0.008,0.008,0.000788974,0.0005,0.0005,,
B4_G4,361,478,433,,,,0.299,0.315,0.003215621,0.02,0.02,0.000419793,0.0005,0.0005,,
B5_G255,160,119,204,,,,0.299,0.315,9,0.0015,0.0015,0.09,0.0005,0.0005,,
B5_G191,456,458,459,,,,0.299,0.315,4.765709002,0.0015,0.0015,0.04765709,0.0005,0.0005,,
B5_G127,439,442,444,,,,0.299,0.315,1.941879596,0.002,0.002,0.029128194,0.0005,0.0005,,
B5_G63,411,420,422,,,,0.299,0.315,0.415339582,0.002,0.002,0.006230094,0.0005,0.0005,,
B5_G31,394,448,433,,,,0.299,0.315,0.087266958,0.005,0.005,0.00174534,0.0005,0.0005,,
B5_G15,384,480,460,,,,0.299,0.315,0.017670746,0.008,0.008,0.00046917,0.0005,0.0005,,
B5_G7,336,488,460,,,,0.299,0.315,0.003304226,0.03,0.03,0.000236692,0.0005,0.0005,,
B5_G4,361,478,433,,,,0.299,0.315,0.000964686,0.03,0.03,0.000125938,0.0005,0.0005,,
B6_G255,157,119,205,,,,0.299,0.315,2,0.0015,0.0015,0.03,0.0005,0.0005,,
B6_G191,460,462,464,,,,0.299,0.315,1.059046445,0.0015,0.0015,0.015885697,0.0005,0.0005,,
B6_G127,439,449,448,,,,0.299,0.315,0.431528799,0.002,0.002,0.006472932,0.0005,0.0005,,
B6_G63,399,444,433,,,,0.299,0.315,0.092297685,0.005,0.005,0.001384465,0.0005,0.0005,,
B6_G31,370,482,456,,,,0.299,0.315,0.019392657,0.005,0.005,0.000387853,0.0005,0.0005,,
B6_G15,384,480,460,,,,0.299,0.315,0.003926832,0.03,0.03,0.00010426,0.0005,0.0005,,
B6_G7,336,488,460,,,,0.299,0.315,0.000734273,0.03,0.03,5.26E-05,0.0005,0.0005,,
B6_G4,361,478,433,,,,0.299,0.315,0.000214375,0.03,0.03,2.80E-05,0.0005,0.0005,,
B7_G255,279,226,335,,,,0.299,0.315,2,0.0015,0.0015,0.03,0.0005,0.0005,,
B7_G191,468,471,471,,,,0.299,0.315,1.059046445,0.0015,0.0015,0.021180929,0.0005,0.0005,,
B7_G127,465,471,468,,,,0.299,0.315,0.431528799,0.002,0.002,0.02157644,0.0005,0.0005,,
B7_G63,460,475,468,,,,0.299,0.315,0.092297685,0.005,0.005,0.004614884,0.0005,0.0005,,
B7_G31,454,481,471,,,,0.299,0.315,0.019392657,0.008,0.008,0.001357486,0.0005,0.0005,,
B7_G15,454,490,480,,,,0.299,0.315,0.005212994,0.008,0.008,0.00036491,0.0005,0.0005,,
B7_G7,444,498,487,,,,0.299,0.315,0.001051966,0.008,0.008,7.36E-05,0.0005,0.0005,,
B7_G4,446,495,484,,,,0.299,0.315,0.000399803,0.008,0.008,2.80E-05,0.0005,0.0005,,
B8_G255,279,226,335,,Bluish,,0.25,0.25,2,0.0015,0.0015,0.04,0.0005,0.0005,,
B8_G191,468,471,471,,,,0.299,0.315,1.059046445,0.0015,0.0015,0.021180929,0.0005,0.0005,,
B8_G127,465,471,468,,,,0.299,0.315,0.431528799,0.002,0.002,0.02157644,0.0005,0.0005,,
B8_G63,460,475,468,,,,0.299,0.315,0.092297685,0.005,0.005,0.004614884,0.0005,0.0005,,
B8_G31,454,481,471,,,,0.299,0.315,0.019392657,0.008,0.008,0.001357486,0.0005,0.0005,,
B8_G15,454,490,480,,,,0.299,0.315,0.005212994,0.008,0.008,0.00036491,0.0005,0.0005,,
B8_G7,444,498,487,,,,0.299,0.315,0.001051966,0.008,0.008,7.36E-05,0.0005,0.0005,,
B8_G4,446,495,484,,,,0.299,0.315,0.000399803,0.008,0.008,2.80E-05,0.0005,0.0005,,
B9_G255,279,226,335,,Greenish,,0.299,0.35,2,0.0015,0.0015,0.04,0.0005,0.0005,,
B9_G191,468,471,471,,,,0.299,0.315,1.059046445,0.0015,0.0015,0.021180929,0.0005,0.0005,,
B9_G127,465,471,468,,,,0.299,0.315,0.431528799,0.002,0.002,0.02157644,0.0005,0.0005,,
B9_G63,460,475,468,,,,0.299,0.315,0.092297685,0.005,0.005,0.004614884,0.0005,0.0005,,
B9_G31,454,481,471,,,,0.299,0.315,0.019392657,0.008,0.008,0.001357486,0.0005,0.0005,,
B9_G15,454,490,480,,,,0.299,0.315,0.005212994,0.008,0.008,0.00036491,0.0005,0.0005,,
B9_G7,444,498,487,,,,0.299,0.315,0.001051966,0.008,0.008,7.36E-05,0.0005,0.0005,,
B9_G4,446,495,484,,,,0.299,0.315,0.000399803,0.008,0.008,2.80E-05,0.0005,0.0005,,
B10_G255,279,226,335,,Reddish,,0.35,0.315,2,0.0015,0.0015,0.04,0.0005,0.0005,,
B10_G191,468,471,471,,,,0.299,0.315,1.059046445,0.0015,0.0015,0.021180929,0.0005,0.0005,,
B10_G127,465,471,468,,,,0.299,0.315,0.431528799,0.002,0.002,0.02157644,0.0005,0.0005,,
B10_G63,460,475,468,,,,0.299,0.315,0.092297685,0.005,0.005,0.004614884,0.0005,0.0005,,
B10_G31,454,481,471,,,,0.299,0.315,0.019392657,0.008,0.008,0.001357486,0.0005,0.0005,,
B10_G15,454,490,480,,,,0.299,0.315,0.005212994,0.008,0.008,0.00036491,0.0005,0.0005,,
B10_G7,444,498,487,,,,0.299,0.315,0.001051966,0.008,0.008,7.36E-05,0.0005,0.0005,,
B10_G4,446,495,484,,,,0.299,0.315,0.000399803,0.008,0.008,2.80E-05,0.0005,0.0005,,
A0_G255,206,147,262,,,,0.299,0.315,60,0.002,0.002,0.6,0.0005,0.0005,,
A0_G191,442,439,446,,,,0.299,0.315,31.77139335,0.002,0.002,0.317713933,0.0005,0.0005,,
A0_G127,412,403,416,,,,0.299,0.315,12.94586398,0.002,0.002,0.12945864,0.0005,0.0005,,
A0_G63,377,356,382,,,,0.299,0.315,2.768930545,0.002,0.002,0.041533958,0.0005,0.0005,,
A0_G31,373,349,376,,,,0.299,0.315,0.581779722,0.002,0.002,0.029088986,0.0005,0.0005,,
A0_G15,371,357,383,,,,0.299,0.315,0.156389833,0.003,0.003,0.007819492,0.0005,0.0005,,
A0_G7,325,364,378,,,,0.299,0.315,0.031558965,0.01,0.01,0.002209128,0.0005,0.0005,,
A0_G4,367,380,369,,,,0.299,0.315,0.011994078,0.01,0.01,0.000839585,0.0005,0.0005,,
A1_G255,215,154,272,,,,0.299,0.315,40,0.002,0.002,0.4,0.0005,0.0005,,
A1_G191,439,435,442,,,,0.299,0.315,21.1809289,0.002,0.002,0.211809289,0.0005,0.0005,,
A1_G127,414,406,420,,,,0.299,0.315,8.630575984,0.002,0.002,0.12945864,0.0005,0.0005,,
A1_G63,376,360,384,,,,0.299,0.315,1.845953697,0.002,0.002,0.027689305,0.0005,0.0005,,
A1_G31,375,356,379,,,,0.299,0.315,0.387853148,0.002,0.002,0.019392657,0.0005,0.0005,,
A1_G15,367,381,393,,,,0.299,0.315,0.104259889,0.003,0.003,0.005212994,0.0005,0.0005,,
A1_G7,285,415,393,,,,0.299,0.315,0.02103931,0.01,0.01,0.001472752,0.0005,0.0005,,
A1_G4,367,380,369,,,,0.299,0.315,0.007996052,0.2,0.1,0.000559724,0.0005,0.0005,,
A2_G255,211,153,274,,,,0.299,0.315,2,0.002,0.002,0.02,0.0005,0.0005,,
A2_G191,444,444,449,,,,0.299,0.315,1.059046445,0.002,0.002,0.015885697,0.0005,0.0005,,
A2_G127,420,427,431,,,,0.299,0.315,0.431528799,0.003,0.003,0.02157644,0.0005,0.0005,,
A2_G63,381,406,404,,,,0.299,0.315,0.092297685,0.004,0.004,0.006460838,0.0005,0.0005,,
A2_G31,434,437,435,,,,0.299,0.315,0.019392657,0.01,0.01,0.001357486,0.0005,0.0005,,
A2_G15,367,381,393,,,,0.299,0.315,0.005212994,1,1,0.00036491,0.0005,0.0005,,
A2_G7,285,415,393,,,,0.299,0.315,0.001051966,1,1,7.36E-05,0.0005,0.0005,,
A2_G4,367,380,369,,,,0.299,0.315,0.000399803,1,1,2.80E-05,0.0005,0.0005,,
