,,Gamma,,,Measure,,,Target,,,Limit,,Extension,,,
B6_G134,450,453,446,,,,0.2988,0.3158,6.644461701,0.0015,0.0015,0.058,0.0005,0.0005,,
B6_G91,453,455,451,,,,0.2988,0.3158,3.044376907,0.0015,0.0015,0.027,0.0005,0.0005,,
B6_G60,453,454,453,,,,0.2988,0.3158,1.364735747,0.0015,0.0015,0.012,0.0005,0.0005,,
B6_G38,450,451,451,,,,0.2988,0.3158,0.535050627,0.0015,0.0015,0.005,0.0005,0.0005,,
B6_G23,459,461,461,,,,0.2988,0.3158,0.215586313,0.0015,0.0015,0.005,0.0005,0.0005,,
B6_G13,457,462,460,,,,0.2888,0.3158,0.06887351,0.005,0.005,0.005,0.0005,0.0005,,
B6_G6,399,447,436,,,,0.2888,0.3158,0.017696503,0.008,0.008,0.005,0.0005,0.0005,,
B6_G4,233,448,467,,,,0.2888,0.3158,0.008026191,0.008,0.008,0.005,0.0005,0.0005,,
B7_G255,284,244,375,,,,0.2988,0.3158,13,0.0015,0.0015,0.09,0.0005,0.0005,,
B7_G189,438,444,430,,,,0.2988,0.3158,6.726217777,0.0015,0.0015,0.051,0.0005,0.0005,,
B7_G134,450,453,446,,,,0.2988,0.3158,3.25954725,0.0015,0.0015,0.026,0.0005,0.0005,,
B7_G91,453,455,451,,,,0.2988,0.3158,1.493467916,0.0015,0.0015,0.012,0.0005,0.0005,,
B7_G60,453,454,453,,,,0.2988,0.3158,0.669493008,0.0015,0.0015,0.005,0.0005,0.0005,,
B7_G38,450,451,451,,,,0.2988,0.3158,0.262477666,0.0015,0.0015,0.005,0.0005,0.0005,,
B7_G23,459,461,461,,,,0.2988,0.3158,0.105759323,0.0015,0.0015,0.005,0.0005,0.0005,,
B7_G13,457,462,460,,,,0.2888,0.3158,0.039208438,0.008,0.008,0.005,0.0005,0.0005,,
B7_G6,399,447,436,,,,0.2888,0.3158,0.008681303,0.008,0.008,0.005,0.0005,0.0005,,
B7_G4,233,448,467,,,,0.2888,0.3158,0.003937377,0.008,0.008,0.005,0.0005,0.0005,,
B8_G255,282,244,376,,,,0.2988,0.3158,5,0.0015,0.0015,0.04,0.0005,0.0005,,
B8_G189,438,444,430,,,,0.2988,0.3158,2.587006837,0.0015,0.0015,0.023,0.0005,0.0005,,
B8_G134,450,453,446,,,,0.2988,0.3158,1.253672019,0.0015,0.0015,0.015,0.0005,0.0005,,
B8_G91,453,455,451,,,,0.2988,0.3158,0.574410737,0.0015,0.0015,0.01,0.0005,0.0005,,
B8_G60,453,454,453,,,,0.2905,0.3158,0.257497311,0.0015,0.0015,0.006,0.0005,0.0005,,
B8_G38,450,451,451,,,,0.2855,0.3158,0.100952948,0.0015,0.0015,0.005,0.0005,0.0005,,
B8_G23,459,461,461,,,,0.2845,0.3158,0.040676663,0.005,0.005,0.004,0.0005,0.0005,,
B8_G13,457,462,460,,,,0.2845,0.3158,0.015080168,0.008,0.008,0.003,0.0005,0.0005,,
B8_G6,399,447,436,,,,0.2845,0.3158,0.003338963,0.008,0.008,0.003,0.0005,0.0005,,
B8_G4,233,448,467,,,,0.2845,0.3158,0.001514376,0.008,0.008,0.003,0.0005,0.0005,,
B9_G255,278,244,376,,,,0.2988,0.3158,2,0.0015,0.0015,0.02,0.0005,0.0005,,
B9_G189,438,444,430,,,,0.2988,0.3158,1.034802735,0.0015,0.0015,0.011,0.0005,0.0005,,
B9_G134,450,453,446,,,,0.2988,0.3158,0.501468808,0.0015,0.0015,0.008,0.0005,0.0005,,
B9_G91,453,455,451,,,,0.2988,0.3158,0.229764295,0.0015,0.0015,0.006,0.0005,0.0005,,
B9_G60,453,454,453,,,,0.2885,0.3158,0.102998924,0.0015,0.0015,0.005,0.0005,0.0005,,
B9_G38,450,451,451,,,,0.2825,0.3158,0.044413687,0.005,0.005,0.005,0.0005,0.0005,,
B9_G23,459,461,461,,,,0.2825,0.3158,0.018350416,0.01,0.01,0.005,0.0005,0.0005,,
B9_G13,457,462,460,,,,0.2825,0.3158,0.006032067,0.01,0.01,0.003,0.0005,0.0005,,
B9_G6,399,447,436,,,,0.2825,0.3158,0.001335585,0.01,0.01,0.003,0.0005,0.0005,,
B9_G4,233,448,467,,,,0.2825,0.3158,0.00060575,0.01,0.01,0,0.0005,0.0005,,
A1_G255,240,210,301,,,,0.2988,0.3158,60,0.002,0.002,0.6,0.0005,0.0005,,
A1_G189,473,473,471,,,,0.2988,0.3158,31.04408205,0.002,0.002,0.310440821,0.0005,0.0005,,
A1_G134,472,473,472,,,,0.2988,0.3158,14.5677812,0.002,0.002,0.145677812,0.0005,0.0005,,
A1_G91,471,472,471,,,,0.2988,0.3158,6.218045799,0.002,0.002,0.062180458,0.0005,0.0005,,
A1_G60,471,472,470,,,,0.2988,0.3158,2.487113497,0.002,0.002,0.024871135,0.0005,0.0005,,
A1_G38,468,471,468,,,,0.2988,0.3158,0.91051429,0.002,0.002,0.018210286,0.0005,0.0005,,
A1_G23,463,473,468,,,,0.2988,0.3158,0.301692207,0.003,0.003,0.006033844,0.0005,0.0005,,
A1_G13,436,477,470,,,,0.2988,0.3158,0.085988075,0.01,0.01,0.005,0.0005,0.0005,,
A1_G6,295,485,463,,,,0.2988,0.3158,0.015692625,1,1,0.005,0.0005,0.0005,,
A1_G4,112,410,471,,,,0.2988,0.3158,0.006431242,1,1,0.005,0.0005,0.0005,,
A2_G255,236,206,297,,,,0.2988,0.3158,40,0.002,0.002,0.4,0.0005,0.0005,,
A2_G189,474,474,473,,,,0.2988,0.3158,20.6960547,0.002,0.002,0.206960547,0.0005,0.0005,,
A2_G134,473,474,472,,,,0.2988,0.3158,9.71185413,0.002,0.002,0.097118541,0.0005,0.0005,,
A2_G91,471,472,471,,,,0.2988,0.3158,4.145363866,0.002,0.002,0.041453639,0.0005,0.0005,,
A2_G60,470,471,470,,,,0.2988,0.3158,1.658075664,0.002,0.002,0.016580757,0.0005,0.0005,,
A2_G38,467,471,469,,,,0.2988,0.3158,0.607009526,0.002,0.002,0.012140191,0.0005,0.0005,,
A2_G23,457,472,469,,,,0.2988,0.3158,0.201128138,0.003,0.003,0.004022563,0.0005,0.0005,,
A2_G13,367,475,472,,,,0.2988,0.3158,0.057325384,0.01,0.01,0.005,0.0005,0.0005,,
A2_G6,194,492,448,,,,0.2988,0.3158,0.01046175,1,1,0.005,0.0005,0.0005,,
A2_G4,112,410,471,,,,0.2988,0.3158,0.004287494,1,1,0.005,0.0005,0.0005,,
A3_G255,253,225,318,,,,0.2988,0.3158,2,0.002,0.002,0.02,0.0005,0.0005,,
A3_G189,479,481,480,,,,0.2988,0.3158,1.034802735,0.002,0.002,0.010348027,0.0005,0.0005,,
A3_G134,476,481,478,,,,0.2988,0.3158,0.485592707,0.003,0.003,0.004855927,0.0005,0.0005,,
A3_G91,469,481,477,,,,0.2988,0.3158,0.207268193,0.003,0.003,0.005,0.0005,0.0005,,
A3_G60,449,484,480,,,,0.2988,0.3158,0.082903783,0.004,0.004,0.005,0.0005,0.0005,,
A3_G38,392,491,485,,,,0.2988,0.3158,0.030350476,1,1,0.005,0.0005,0.0005,,
A3_G23,435,499,465,,,,0.2988,0.3158,0.010056407,1,1,0.005,0.0005,0.0005,,
A3_G13,367,475,472,,,,0.2988,0.3158,0.002866269,1,1,0.005,0.0005,0.0005,,
A3_G6,194,492,448,,,,0.2988,0.3158,0.000523088,1,1,0.005,0.0005,0.0005,,
A3_G4,112,410,471,,,,0.2988,0.3158,0.000214375,1,1,0.005,0.0005,0.0005,,
