,,,,#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,,SET1,,,,,SET2,,,,,SET3,,,,,SET4,,,,,SET5,,,,,SET6,,,,
range,index,Gray,DBV,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy,x,y,Lv,DeltaE2,Accuracy
